Report_Id,Crime_Type,,Crime_Detail,Year_Key,Street_Address,Datetime
"1744504290366326","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00179997","2400 BLOCK  CHASE PARK DR","8/29/2020 @ 8:40 PM"
"1744504290366326","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00180308","2600 BLOCK  NORTHBELT DR","8/29/2020 @ 7:00 PM"
"1744504290366326","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00180335","3200 BLOCK  FAIRGROUND RD","8/29/2020 @ 6:00 PM"
"174450428813939b","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT","2020-00180361","3100 BLOCK  UPCHURCH CIR","8/30/2020 @ 2:20 PM"
"174450428813939b","Assault","","DOMESTIC VIOLENCE 3RD - MENACING - GUN","2020-00180166","1900 BLOCK  HILLDALE DR","8/30/2020 @ 9:15 AM"
"174450428813939b","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00180270","800 BLOCK W  FAIRVIEW AV","8/29/2020 @ 5:00 AM"
"174450428813939b","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00180173","500 BLOCK  GLENMORE RD","8/29/2020 @ 12:30 AM"
"174450428813939b","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00180359","300 BLOCK N  RIPLEY ST","8/25/2020 @ 3:15 PM"
"1743fd7f8e980905","Weapons","","DISCHARGE FIREARM INTO UNOCCUPIED BUILDING/VEHICLE","2020-00179983","100 BLOCK  MADISON AV","8/30/2020 @ 1:40 AM"
"1743fd7f8e980905","Weapons","","DISCHARGE FIREARM INTO UNOCCUPIED BUILDING/VEHICLE","2020-00180029","400 BLOCK  HEUSTESS ST","8/30/2020 @ 12:05 AM"
"1743fd7f8e980905","Robbery","","ROBBERY 1ST - STREET - GUN","2020-00179819","1900 BLOCK  HILLDALE DR","8/29/2020 @ 9:35 PM"
"1743fd7f8e980905","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00179751","200 BLOCK W  FAIRVIEW AVE","8/29/2020 @ 7:45 PM"
"1743fd7f8e980905","Theft / Larceny","","THEFT 2ND - FIREARMS","2020-00179422","2300 BLOCK  COLLEGE ST","8/28/2020 @ 10:00 PM"
"1743fd7f8e980905","Theft / Larceny","","THEFT OF LOST PROPERTY 3RD $500.01 - $1499.99","2020-00179399","400 BLOCK S  UNION ST","8/28/2020 @ 2:00 PM"
"1743fd7f8e980905","Burglary","","BURGLARY 3RD -NON-RESIDENCE - FORCE","2020-00179446","1100 BLOCK  ROSA L PARKS AV","8/24/2020 @ 1:00 PM"
"1743fd7f82c34c9b","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00179716","1800 BLOCK  AUSTIN ST","8/29/2020 @ 6:30 PM"
"1743fd7f82c34c9b","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00179442","2800 BLOCK  ASHLEY AV","8/28/2020 @ 11:00 PM"
"1743ab4c3c6aaf3d","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00179000","0 BLOCK W  FAIRVIEW AV","8/28/2020 @ 6:00 PM"
"1743ab4c3c6aaf3d","Vandalism","","CRIMINAL MISCHIEF 3RD - DAMAGE TO BUSINESS PROPERTY","2020-00178771","1400 BLOCK  AARON ST","8/27/2020 @ 5:00 PM"
"1743ab4c3c6aaf3d","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00178242","400 BLOCK W  FAIRVIEW AV","8/21/2020 @ 10:00 AM"
"1743ab4c2f1f0cc1","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00178629","1600 BLOCK S  OAKVIEW CT","8/28/2020 @ 2:00 AM"
"1743591c8dc25745","Assault","","MENACING - AGG ASSAULT - GUN/KNIFE/OTHER WEAPON","2020-00178397","2100 BLOCK  DOROTHY ST","8/27/2020 @ 9:00 PM"
"1743591c8dc25745","Robbery","","ROBBERY 1ST - STREET - GUN","2020-00178377","1500 BLOCK  MT MEIGS RD","8/27/2020 @ 8:30 PM"
"1743591c8dc25745","Fraud","","THEFT 4TH - EMBEZZLEMENT - BUSINESS PROPERTY","2020-00178226","200 BLOCK S  JACKSON ST","8/27/2020 @ 4:30 PM"
"1743591c8dc25745","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00177897","600 BLOCK  COLUMBIA AV","8/26/2020 @ 11:15 PM"
"1743591c8dc25745","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00178057","3400 BLOCK  WELLINGTON RD","8/26/2020 @ 7:00 PM"
"1743591c8dc25745","Weapons","","DISCHARGE FIREARM INTO UNOCCUPIED BUILDING/VEHICLE","2020-00178056","1000 BLOCK  EDGAR D NIXON AV","8/25/2020 @ 6:00 AM"
"1743591c8dc25745","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00178229","DICKERSON ST  &  MARTHA ST","8/21/2020 @ 10:30 PM"
"1743591c8dc25745","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00178343","1500 BLOCK  WINONA AV","8/20/2020 @ 12:00 PM"
"1743591c8dc25745","Theft / Larceny","","THEFT 3RD - FROM RESIDENCE","2020-00178095","3300 BLOCK  NORMAN BRIDGE RD","8/13/2020 @ 1:00 PM"
"1743591c8405e011","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00178149","2900 BLOCK  EL PASO CT","8/26/2020 @ 9:00 PM"
"1743591c8405e011","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00177597","200 BLOCK AMANDA","8/26/2020 @ 8:15 PM"
"174306c8f6d9160c","Assault","","ASSAULT 3RD AGGRAVATED NON-FAMILY - OTHER WEAPON","2020-00177673","3000 BLOCK  ROSA L PARKS AV","8/26/2020 @ 9:33 PM"
"174306c8f6d9160c","Assault","","DISCHARGE FIREARM INTO OCCUPIED BUILDING/VEHICLE","2020-00177643","700 BLOCK W  FAIRVIEW AV","8/26/2020 @ 9:20 PM"
"174306c8f6d9160c","Assault","","HARASSMENT","2020-00177397","1700 BLOCK  PINE ST","8/26/2020 @ 1:30 PM"
"174306c8f6d9160c","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT","2020-00177381","2100 BLOCK  DOROTHY ST","8/26/2020 @ 1:20 PM"
"174306c8f6d9160c","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00177211","200 BLOCK N  HOPPER ST","8/26/2020 @ 7:49 AM"
"174306c8f6d9160c","Burglary","","BURGLARY 3RD -NON-RESIDENCE - FORCE","2020-00177261","0 BLOCK S HOPPER ST","8/26/2020 @ 2:15 AM"
"174306c8f6d9160c","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00177231","900 BLOCK  HILL ST","8/25/2020 @ 11:00 AM"
"174306c8f6d9160c","Assault","","HARASSMENT - SIMPLE ASSAULT","2020-00176594","500 BLOCK W  JEFF DAVIS AV","8/25/2020 @ 10:00 AM"
"174306c8f6d9160c","Theft / Larceny","","THEFT 4TH - VEHICLE PARTS","2020-00177234","1700 BLOCK  PINE ST","8/25/2020 @ 9:30 AM"
"174306c807854336","Vandalism","","CRIMINAL MISCHIEF 3RD - OTHER","2020-00177495","3000 BLOCK  GEORGE B EDMONDSON DR","8/26/2020 @ 4:30 PM"
"174306c807854336","Assault","","HARASSMENT","2020-00177259","3400 BLOCK  TEXAS ST","8/26/2020 @ 9:25 AM"
"1742b47f705980a9","Assault","","DISCHARGE FIREARM INTO OCCUPIED BUILDING/VEHICLE","2020-00176900","3400 BLOCK  GILMER AV","8/25/2020 @ 7:04 PM"
"1742b47f705980a9","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00176882","1800 BLOCK  GIBBS CIR","8/25/2020 @ 5:37 PM"
"1742b47f705980a9","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00176619","1900 BLOCK  HILLDALE DR","8/24/2020 @ 10:30 PM"
"1742b47f705980a9","Vandalism","","CRIMINAL MISCHIEF 3RD - OTHER","2020-00176599","500 BLOCK  ROSA L PARKS AVE","8/24/2020 @ 8:00 PM"
"1742b47f705980a9","Drugs / Alcohol Violations","","POSSESSION OF CONTROLLED SUBSTANCE - OBTAIN WITH FORGED/ALTERED PRESCRIPTION","2020-00176036","WOODROW ST","8/24/2020 @ 2:47 PM"
"1742b47f705980a9","Vandalism","","CRIMINAL MISCHIEF 2ND - DAMAGE TO PRIVATE PROPERTY","2020-00176574","300 BLOCK  MONTGOMERY ST","8/23/2020 @ 12:01 AM"
"1742b47f705980a9","Assault","","ASSAULT 3RD - SIMPLE ASSAULT","2020-00026795","600 BLOCK  MILDRED ST","8/18/2020 @ 10:10 AM"
"1742b47f705980a9","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00176573","1600 BLOCK  OAK ST","8/15/2020 @ 6:00 PM"
"1742b47f616db15e","Motor Vehicle Theft","","UNAUTHORIZED USE OF VEHICLE - NO FORCE","2020-00176519","500 BLOCK  4TH ST","8/24/2020 @ 10:00 PM"
"17426301c1a73c54","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00175984","3400 BLOCK  LOWER WETUMPKA RD","8/24/2020 @ 1:00 PM"
"17426301c1a73c54","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00175754","900 BLOCK  PARKWOOD DR","8/23/2020 @ 5:00 PM"
"17426301c1a73c54","Burglary","","BURGLARY 3RD -NON-RESIDENCE - FORCE","2020-00175975","200 BLOCK  BROADWAY ST","8/21/2020 @ 8:00 PM"
"17426301be3368cd","Theft / Larceny","","THEFT 4TH - FROM A PUBLIC BUILDING","2020-00176191","400 BLOCK W  FAIRVIEW AV","8/24/2020 @ 7:30 PM"
"17426301be3368cd","Theft / Larceny","","THEFT 4TH - PICKPOCKET","2020-00176082","1900 BLOCK  HILLDALE DR","8/24/2020 @ 4:00 PM"
"17426301be3368cd","Fraud","","FRAUDULENT USE OF CREDIT/DEBIT CARD","2020-00175862","2200 BLOCK  AJAX ST","8/24/2020 @ 9:40 AM"
"17426301be3368cd","Theft / Larceny","","THEFT 4TH - VEHICLE PARTS","2020-00176034","800 BLOCK  ADELINE ST","8/24/2020 @ 12:00 AM"
"17426301be3368cd","Theft / Larceny","","THEFT 4TH - VEHICLE PARTS","2020-00175861","600 BLOCK S  LAWRENCE ST","8/23/2020 @ 11:00 PM"
"17426301be3368cd","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT","2020-00175558","2000 BLOCK  POTOMAC AV","8/23/2020 @ 8:30 PM"
"17426301be3368cd","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00175470","800 BLOCK W  FAIRVIEW AV","8/23/2020 @ 6:15 PM"
"17426301be3368cd","Assault","","HARASSMENT","2020-00175450","2300 BLOCK  MILL ST","8/23/2020 @ 6:00 PM"
"17426301be3368cd","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00174578","PARK AVE  &  RIDGE AVE","8/21/2020 @ 11:00 PM"
"17426301be3368cd","Assault","","ASSAULT-AGGREVATED CHILD ABUSE - FAMILY","2020-00175972","1500 BLOCK  TAFT ST","8/20/2020 @ 5:00 PM"
"17426301be3368cd","Sex Crimes","","HARASSING COMMUNICATIONS - OBSCENE COMMUNICATIONS","2020-00175851","300 BLOCK N  RIPLEY ST","8/19/2020 @ 12:30 PM"
"17421045694d4bbc","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00174959","3100 BLOCK  COTTON ST","8/23/2020 @ 1:50 AM"
"17421045694d4bbc","Assault","","HARASSMENT","2020-00174941","3600 BLOCK  ERWIN DR","8/23/2020 @ 1:00 AM"
"17421045694d4bbc","Assault","","MENACING - AGG ASSAULT DOMESTIC - GUN/KNIFE/OTHER WEAPON","2020-00174859","800 BLOCK  MILLARD FULLER DR","8/22/2020 @ 11:10 PM"
"17421045694d4bbc","Theft / Larceny","","THEFT 4TH - VEHICLE PARTS","2020-00175157","1300 BLOCK  FEDERAL DR","8/21/2020 @ 7:00 PM"
"17421045694d4bbc","Theft / Larceny","","THEFT 2ND - FIREARMS","2020-00175212","300 BLOCK E  PARK AV","8/19/2020 @ 12:00 PM"
"17421044d2ba0053","Burglary","","BURGLARY 3RD -NON-RESIDENCE - FORCE","2020-00175396","200 BLOCK  HALL ST","8/23/2020 @ 4:55 PM"
"17421044d2ba0053","Assault","","DOMESTIC VIOLENCE 3RD - MENACING - GUN","2020-00175228","800 BLOCK  ALEXANDER ST","8/23/2020 @ 11:20 AM"
"17421044d2ba0053","Assault","","MENACING - AGG ASSAULT - GUN/KNIFE/OTHER WEAPON","2020-00174907","N FLORIDA ST","8/23/2020 @ 12:15 AM"
"17421044d2ba0053","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00175504","2400 BLOCK SPRUCE","8/23/2020 @ 12:01 AM"
"1741bddae99e0de9","Motor Vehicle Theft","","UNAUTHORIZED USE OF VEHICLE - NO FORCE","2020-00174554","400 BLOCK  BROOKVIEW DR","8/22/2020 @ 3:00 PM"
"1741bddae99e0de9","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT","2020-00174555","400 BLOCK  EMPIRE CT","8/22/2020 @ 3:00 PM"
"1741bddae99e0de9","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00174364","3100 BLOCK  LOWER WETUMPKA RD","8/22/2020 @ 9:50 AM"
"1741bddae99e0de9","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00174467","700 BLOCK  COLISEUM BLVD","8/21/2020 @ 8:00 PM"
"1741bddaccacc4f5","Assault","","DOMESTIC VIOLENCE 3RD - RECKLESS ENDANGERMENT","2020-00174628","2500 BLOCK  POPLAR ST","8/22/2020 @ 6:00 PM"
"1741bddaccacc4f5","Assault","","ASSAULT 3RD - SIMPLE ASSAULT","2020-00174623","1500 BLOCK  SIERRA ST","8/22/2020 @ 5:45 PM"
"1741bddaccacc4f5","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00174422","2200 BLOCK  SPRUCE ST","8/22/2020 @ 11:15 AM"
"1741bddaccacc4f5","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00174444","3300 BLOCK S  HULL ST","8/21/2020 @ 10:37 PM"
"1741bddaccacc4f5","Drugs / Alcohol Violations","","POSSESSION OF CONTROLLED SUBSTANCE - COCAINE - POSESS","2020-00173967","ROSA L PARKS AVE","8/21/2020 @ 9:13 PM"
"1741bddaccacc4f5","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00173891","1000 BLOCK  JULIETTE ST","8/16/2020 @ 2:00 PM"
"1741bddaccacc4f5","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00174597","3100 BLOCK  CLOVERDALE RD","8/1/2020 @ 8:00 AM"
"174195e592a2cb18","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00173736","3100 BLOCK  DAY ST","8/21/2020 @ 2:50 PM"
"174195e592a2cb18","Theft / Larceny","","THEFT 1ST - FROM YARDS","2020-00173680","1600 BLOCK S  PERRY ST","8/21/2020 @ 1:40 PM"
"174195e592a2cb18","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00173537","3300 BLOCK  SOUTHMONT DR","8/20/2020 @ 10:00 PM"
"174195e592a2cb18","Fraud","","THEFT 3RD - MAIL FRAUD","2020-00173020","2300 BLOCK  STARR ST","8/20/2020 @ 3:26 PM"
"174195e58fa4dc59","Vandalism","","CRIMINAL MISCHIEF 3RD - DAMAGE TO BUSINESS PROPERTY","2020-00174061","2800 BLOCK  LOWER WETUMPKA RD","8/21/2020 @ 11:10 PM"
"174195e58fa4dc59","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT","2020-00173661","1600 BLOCK S  YARBROUGH CT","8/21/2020 @ 1:00 PM"
"174195e58fa4dc59","Vandalism","","CRIMINAL MISCHIEF 1ST - DAMAGE TO PRIVATE PROPERTY - GREATER THAN $2500","2020-00173695","2900 BLOCK  LOWER WETUMPKA RD","8/21/2020 @ 1:00 PM"
"174195e58fa4dc59","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00173783","1800 BLOCK  YARBROUGH ST","8/21/2020 @ 4:20 AM"
"174195e58fa4dc59","Fraud","","POSSESSION FORGED INSTRUMENT 1ST - POSSESSING FORGED INST","2020-00173529","800 BLOCK W  CANYON CT","7/25/2020 @ 12:01 AM"
"174145840a7f6084","Assault","","DOMESTIC VIOLENCE 3RD - MENACING - GUN","2020-00173280","700 BLOCK S  UNION ST","8/20/2020 @ 10:45 PM"
"174145840a7f6084","Assault","","DOMESTIC VIOLENCE 3RD - MENACING - GUN","2020-00173041","1700 BLOCK  UPPER WETUMPKA RD","8/20/2020 @ 3:40 PM"
"174145840a7f6084","Weapons","","DISCHARGE FIREARM INTO UNOCCUPIED BUILDING/VEHICLE","2020-00172908","1400 BLOCK  ROSA L PARKS AV","8/20/2020 @ 11:40 AM"
"174145840a7f6084","Theft / Larceny","","THEFT 2ND - FROM YARD","2020-00173061","3200 BLOCK  BANKHEAD AV","8/20/2020 @ 10:00 AM"
"174145840a7f6084","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00164897","300 BLOCK  ARTHUR ST","8/9/2020 @ 4:20 AM"
"17414583aa3b6051","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00172900","0 BLOCK  JOHNSON ST","8/20/2020 @ 1:00 PM"
"17414583aa3b6051","Theft / Larceny","","THEFT 4TH - FROM YARD","2020-00173161","1800 BLOCK  JOHNSON ST","8/20/2020 @ 9:30 AM"
"17414583aa3b6051","Burglary","","BURGLARY 3RD - NON-RESIDENCE - NO FORCE","2020-00172682","800 BLOCK  MONTERO DR","8/19/2020 @ 8:00 PM"
"17414583aa3b6051","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00173177","700 BLOCK E  GARDENDALE DR","8/17/2020 @ 8:00 AM"
"17414583aa3b6051","Assault","","DISCHARGE FIREARM INTO OCCUPIED BUILDING/VEHICLE","2020-00169712","0 BLOCK E  VANDIVER BLVD","8/16/2020 @ 1:00 AM"
"17414583aa3b6051","Fraud","","THEFT 2ND - SWINDLE","2020-00172774","2700 BLOCK GUNTER PARK DR","8/9/2020 @ 8:00 AM"
"1740f4131fff1765","Assault","","ASSAULT 2ND - NON-FAMILY - GUN","2020-00172386","1600 BLOCK  YARBROUGH ST","8/19/2020 @ 7:00 PM"
"1740f4131fff1765","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00171970","3400 BLOCK  EAST ST","8/18/2020 @ 4:00 PM"
"1740f4131fff1765","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00172170","3400 BLOCK  EAST ST","8/18/2020 @ 4:00 PM"
"1740f4131fff1765","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00172132","400 BLOCK  CASTLEBROOK DR","8/18/2020 @ 9:00 AM"
"1740f4131fff1765","Burglary","","BURGLARY 3RD  - RESIDENCE - FORCE","2020-00171946","1000 BLOCK  NORTH GAP LOOP","8/18/2020 @ 8:30 AM"
"1740f4131fff1765","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00171531","300 BLOCK  SHELLY LN","8/18/2020 @ 8:00 AM"
"1740f4130b0b7b8d","Theft / Larceny","","THEFT OF LOST PROPERTY 4TH $500.00 AND UNDER","2020-00172577","300 BLOCK  CALLOWAY ST","8/19/2020 @ 9:30 PM"
"1740f4130b0b7b8d","Assault","","DISCHARGE FIREARM INTO OCCUPIED BUILDING/VEHICLE","2020-00172420","400 BLOCK  POLK ST","8/19/2020 @ 7:53 PM"
"1740f4130b0b7b8d","Fraud","","IDENTITY THEFT","2020-00172162","1100 BLOCK  CENTENNIAL WAY","8/19/2020 @ 11:00 AM"
"1740f4130b0b7b8d","Assault","","ASSAULT 2ND - NON-FAMILY - GUN","2020-00171988","800 BLOCK  ERSKINE ST","8/19/2020 @ 7:05 AM"
"1740f4130b0b7b8d","Theft / Larceny","","THEFT 4TH - FROM RESIDENCE","2020-00172236","500 BLOCK  HALL ST","8/19/2020 @ 7:00 AM"
"1740f4130b0b7b8d","Fraud","","THEFT 4TH - SWINDLE","2020-00171871","300 BLOCK  MADISON AV","8/19/2020 @ 12:01 AM"
"1740f4130b0b7b8d","Assault","","COMM. ASSAULT 3","2020-00171685","COURT","8/18/2020 @ 7:15 PM"
"1740f4130b0b7b8d","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00172089","200 BLOCK  DICKERSON ST","8/18/2020 @ 6:25 PM"
"1740f4130b0b7b8d","Homicide","","HOMICIDE/MANSLAUGHTER - NON-FAMILY GUN","2020-00170864","1000 BLOCK  FOREST AV","8/17/2020 @ 3:59 PM"
"1740f4130b0b7b8d","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00172205","0 BLOCK N  JACKSON ST","8/17/2020 @ 1:30 PM"
"1740f4130b0b7b8d","Drugs / Alcohol Violations","","DRUG TRAFFICKING","2020-00172428","200 BLOCK  DICKERSON ST","8/14/2020 @ 1:25 PM"
"1740a19a99705105","Robbery","","ROBBERY 1ST - RESIDENCE - GUN","2020-00171788","0 BLOCK S  HOPPER ST","8/18/2020 @ 10:11 PM"
"1740a19a99705105","Assault","","HARASSMENT - SIMPLE ASSAULT","2020-00171683","200 BLOCK  TALLAPOOSA ST","8/18/2020 @ 6:00 PM"
"1740a19a99705105","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00171629","300 BLOCK  DEXTER AVE","8/18/2020 @ 5:45 PM"
"1740a19a99705105","Assault","","DOMESTIC VIOLENCE 3RD - MENACING - GUN","2020-00171521","AVENUE L","8/18/2020 @ 1:30 PM"
"1740a19a99705105","Assault","","HARASSMENT - SIMPLE ASSAULT","2020-00171433","1700 BLOCK S  HOLT ST","8/18/2020 @ 11:10 AM"
"1740a19a99705105","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00171349","2500 BLOCK  CHERRY ST","8/18/2020 @ 8:00 AM"
"1740a19a99705105","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00171365","300 BLOCK  MONTGOMERY ST","8/17/2020 @ 10:12 PM"
"1740a19a99705105","Motor Vehicle Theft","","THEFT 1ST - MOTOR VEHICLE","2020-00171247","NORTHERN BLVD","8/17/2020 @ 8:15 PM"
"1740a19a7d3073cd","Assault","","DOMESTIC VIOLENCE 3RD - COERCION / SIMPLE ASSAULT","2020-00171834","300 BLOCK  SPRINGHILL AV","8/18/2020 @ 11:15 PM"
"1740a19a7d3073cd","Vandalism","","CRIMINAL MISCHIEF 3RD- DAMAGE TO PRIVATE PROPERTY","2020-00171084","1800 BLOCK  MIDWAY ST","8/17/2020 @ 10:40 PM"
"1740a19a7d3073cd","Theft / Larceny","","THEFT 4TH - FROM A PUBLIC BUILDING","2020-00171291","2300 BLOCK S  FORBES DR","8/13/2020 @ 3:00 PM"
"1740a19a7d3073cd","Fraud","","FRAUDULENT USE OF CREDIT/DEBIT CARD","2020-00171372","0 BLOCK  MICHIGAN AV","8/3/2020 @ 12:01 AM"
"17404d013d2ec32e","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00171029","1400 BLOCK  PINE RIDGE RD","8/17/2020 @ 9:00 PM"
"17404d01335ca45d","Vandalism","","DOMESTIC VIOLENCE 3RD- CRIMINAL MISCHIEF 2ND- DAMAGE TO PRIVATE PROPERTY","2020-00171130","1900 BLOCK  GIBBS DR","8/18/2020 @ 12:15 AM"
"17404d01335ca45d","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00171006","200 BLOCK W  FAIRVIEW AVE","8/17/2020 @ 8:30 PM"
"17404d01335ca45d","Assault","","ASSAULT 2ND - NON-FAMILY - GUN","2020-00170958","1000 BLOCK  OAK ST","8/17/2020 @ 7:30 PM"
"17404d01335ca45d","Motor Vehicle Theft","","THEFT 1ST - AUTO THEFT/SALE","2020-00170927","2000 BLOCK E  SECOND ST","8/17/2020 @ 6:00 AM"
"17404d01335ca45d","Theft / Larceny","","THEFT 2ND - VEHICLE PARTS","2020-00170567","2000 BLOCK N  COUNTRY CLUB DR","8/17/2020 @ 1:00 AM"
"17404d01335ca45d","Fraud","","IDENTITY THEFT","2020-00170840","3400 BLOCK  CLOVERDALE RD","8/17/2020 @ 12:01 AM"
"17404d01335ca45d","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00170524","1300 BLOCK S  PERRY ST","8/16/2020 @ 11:50 PM"
"17404d01335ca45d","Theft / Larceny","","THEFT 4TH - SHOPLIFTING LESS THAN $500","2020-00170156","300 BLOCK W  FAIRVIEW AV","8/16/2020 @ 5:00 PM"
"17404d01335ca45d","Burglary","","BURGLARY 3RD - RESIDENCE - NO FORCE","2020-00170730","1400 BLOCK S  HOLT ST","8/16/2020 @ 7:00 AM"
"17404d01335ca45d","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00170598","1500 BLOCK  FOREST AV","8/14/2020 @ 12:00 AM"
"17404d01335ca45d","Fraud","","FRAUDULENT USE OF CREDIT/DEBIT CARD","2020-00170815","800 BLOCK N  DECATUR ST","7/31/2020 @ 12:01 AM"
"17404d01335ca45d","Fraud","","IDENTITY THEFT","2020-00170761","1600 BLOCK  WESTCOTT ST","7/27/2020 @ 8:00 AM"
"173ffb4a0c85f065","Weapons","","DISCHARGE FIREARM INTO UNOCCUPIED BUILDING/VEHICLE","2020-00169964","2100 BLOCK  PLUM ST","8/16/2020 @ 2:00 AM"
"173ffb4a0c85f065","Assault","","DOMESTIC VIOLENCE 3RD - SIMPLE ASSAULT","2020-00169727","0 BLOCK  DEXTER AV","8/16/2020 @ 1:49 AM"
"173ffb4a0c85f065","Assault","","CRIMINAL USE OF DEFENSIVE SPRAY / AGG ASSAULT / NON-FAMILY / OTHER WEAPON","2020-00169700","3400 BLOCK  GILMER CT","8/16/2020 @ 1:00 AM"
"173ffb4a0c85f065","Weapons","","DISCHARGE FIREARM INTO UNOCCUPIED BUILDING/VEHICLE","2020-00169567","1900 BLOCK  GIBBS DR","8/15/2020 @ 9:35 PM"
"173ffb4a0c85f065","Sex Crimes","","RAPE 1ST - STRONG ARM","2020-00169756","1700 BLOCK  PINE ST","8/15/2020 @ 12:00 AM"
"173ffb49c96b342a","Robbery","","ROBBERY 1ST - STREET - GUN","2020-00170250","1300 BLOCK  FEDERAL DR","8/16/2020 @ 8:08 PM"
"173ffb49c96b342a","Vehicle Break-In / Theft","","UBEV/ARTICLES FROM INSIDE VEHICLE","2020-00169871","2800 BLOCK  ASHLEY AV","8/16/2020 @ 3:00 AM"
"173ffb49c96b342a","Vandalism","","CRIMINAL MISCHIEF 3RD - OTHER","2020-00169832","400 BLOCK  GARDENDALE DR","8/15/2020 @ 8:00 PM"
